Field,Moment
4.74E-01,5.74E-06
4.71E-01,5.69E-06
4.68E-01,5.67E-06
4.65E-01,5.65E-06
4.62E-01,5.61E-06
4.59E-01,5.57E-06
4.56E-01,5.53E-06
4.53E-01,5.50E-06
4.50E-01,5.47E-06
4.47E-01,5.43E-06
4.44E-01,5.39E-06
4.41E-01,5.36E-06
4.38E-01,5.33E-06
4.35E-01,5.29E-06
4.32E-01,5.26E-06
4.29E-01,5.22E-06
4.26E-01,5.19E-06
4.23E-01,5.15E-06
4.20E-01,5.12E-06
4.17E-01,5.09E-06
4.14E-01,5.05E-06
4.11E-01,5.02E-06
4.07E-01,4.98E-06
4.04E-01,4.96E-06
4.01E-01,4.92E-06
3.98E-01,4.88E-06
3.95E-01,4.85E-06
3.92E-01,4.81E-06
3.89E-01,4.77E-06
3.86E-01,4.75E-06
3.83E-01,4.71E-06
3.80E-01,4.68E-06
3.77E-01,4.64E-06
3.74E-01,4.61E-06
3.71E-01,4.57E-06
3.68E-01,4.53E-06
3.65E-01,4.49E-06
3.62E-01,4.47E-06
3.59E-01,4.43E-06
3.56E-01,4.39E-06
3.53E-01,4.36E-06
3.50E-01,4.33E-06
3.47E-01,4.29E-06
3.44E-01,4.26E-06
3.41E-01,4.22E-06
3.38E-01,4.19E-06
3.35E-01,4.15E-06
3.32E-01,4.12E-06
3.29E-01,4.09E-06
3.26E-01,4.05E-06
3.23E-01,4.01E-06
3.20E-01,3.98E-06
3.17E-01,3.95E-06
3.14E-01,3.91E-06
3.11E-01,3.88E-06
3.08E-01,3.84E-06
3.05E-01,3.81E-06
3.02E-01,3.77E-06
2.99E-01,3.74E-06
2.96E-01,3.70E-06
2.93E-01,3.67E-06
2.90E-01,3.63E-06
2.87E-01,3.60E-06
2.84E-01,3.57E-06
2.81E-01,3.53E-06
2.78E-01,3.49E-06
2.75E-01,3.45E-06
2.72E-01,3.42E-06
2.69E-01,3.39E-06
2.66E-01,3.35E-06
2.63E-01,3.32E-06
2.60E-01,3.28E-06
2.57E-01,3.24E-06
2.54E-01,3.21E-06
2.51E-01,3.18E-06
2.48E-01,3.13E-06
2.45E-01,3.10E-06
2.42E-01,3.07E-06
2.39E-01,3.03E-06
2.36E-01,3.00E-06
2.33E-01,2.97E-06
2.30E-01,2.93E-06
2.27E-01,2.89E-06
2.24E-01,2.85E-06
2.21E-01,2.83E-06
2.18E-01,2.79E-06
2.15E-01,2.75E-06
2.12E-01,2.72E-06
2.09E-01,2.68E-06
2.06E-01,2.65E-06
2.03E-01,2.60E-06
2.00E-01,2.56E-06
1.97E-01,2.54E-06
1.94E-01,2.49E-06
1.91E-01,2.46E-06
1.88E-01,2.42E-06
1.85E-01,2.39E-06
1.82E-01,2.34E-06
1.79E-01,2.31E-06
1.76E-01,2.29E-06
1.73E-01,2.26E-06
1.70E-01,2.20E-06
1.67E-01,2.17E-06
1.64E-01,2.14E-06
1.61E-01,2.10E-06
1.58E-01,2.06E-06
1.55E-01,2.03E-06
1.52E-01,2.00E-06
1.49E-01,1.95E-06
1.46E-01,1.88E-06
1.43E-01,1.88E-06
1.40E-01,1.83E-06
1.37E-01,1.82E-06
1.34E-01,1.77E-06
1.31E-01,1.73E-06
1.28E-01,1.69E-06
1.25E-01,1.65E-06
1.22E-01,1.61E-06
1.19E-01,1.58E-06
1.16E-01,1.54E-06
1.13E-01,1.51E-06
1.10E-01,1.44E-06
1.07E-01,1.42E-06
1.04E-01,1.40E-06
1.01E-01,1.35E-06
9.81E-02,1.32E-06
9.51E-02,1.26E-06
9.21E-02,1.23E-06
8.91E-02,1.19E-06
8.61E-02,1.15E-06
8.31E-02,1.12E-06
8.01E-02,1.08E-06
7.71E-02,1.05E-06
7.41E-02,9.97E-07
7.11E-02,9.64E-07
6.81E-02,9.26E-07
6.51E-02,8.94E-07
6.20E-02,8.52E-07
5.90E-02,8.01E-07
5.60E-02,7.62E-07
5.31E-02,7.27E-07
5.00E-02,6.73E-07
4.70E-02,6.57E-07
4.40E-02,6.07E-07
4.10E-02,5.84E-07
3.80E-02,5.39E-07
3.50E-02,4.78E-07
3.20E-02,4.42E-07
2.90E-02,4.16E-07
2.60E-02,3.80E-07
2.30E-02,3.21E-07
2.00E-02,2.90E-07
1.70E-02,2.31E-07
1.40E-02,2.06E-07
1.10E-02,1.65E-07
8.01E-03,1.21E-07
5.01E-03,7.41E-08
2.00E-03,2.69E-08
-1.06E-03,-2.99E-08
-4.07E-03,-7.08E-08
-7.08E-03,-9.69E-08
-1.01E-02,-1.32E-07
-1.31E-02,-1.70E-07
-1.61E-02,-2.25E-07
-1.91E-02,-2.71E-07
-2.21E-02,-3.16E-07
-2.51E-02,-3.68E-07
-2.81E-02,-4.14E-07
-3.11E-02,-4.49E-07
-3.41E-02,-5.07E-07
-3.71E-02,-5.35E-07
-4.01E-02,-5.74E-07
-4.31E-02,-6.16E-07
-4.61E-02,-6.61E-07
-4.91E-02,-6.93E-07
-5.21E-02,-7.40E-07
-5.51E-02,-7.93E-07
-5.81E-02,-8.18E-07
-6.11E-02,-8.57E-07
-6.41E-02,-8.97E-07
-6.71E-02,-9.39E-07
-7.01E-02,-9.93E-07
-7.31E-02,-1.02E-06
-7.61E-02,-1.07E-06
-7.92E-02,-1.12E-06
-8.22E-02,-1.15E-06
-8.52E-02,-1.19E-06
-8.81E-02,-1.23E-06
-9.12E-02,-1.26E-06
-9.42E-02,-1.31E-06
-9.71E-02,-1.35E-06
-1.00E-01,-1.38E-06
-1.03E-01,-1.43E-06
-1.06E-01,-1.45E-06
-1.09E-01,-1.49E-06
-1.12E-01,-1.53E-06
-1.15E-01,-1.57E-06
-1.18E-01,-1.61E-06
-1.21E-01,-1.65E-06
-1.24E-01,-1.69E-06
-1.27E-01,-1.74E-06
-1.30E-01,-1.76E-06
-1.33E-01,-1.80E-06
-1.36E-01,-1.83E-06
-1.39E-01,-1.87E-06
-1.42E-01,-1.91E-06
-1.45E-01,-1.96E-06
-1.48E-01,-1.98E-06
-1.51E-01,-2.03E-06
-1.54E-01,-2.07E-06
-1.57E-01,-2.11E-06
-1.60E-01,-2.14E-06
-1.63E-01,-2.18E-06
-1.66E-01,-2.19E-06
-1.69E-01,-2.24E-06
-1.72E-01,-2.30E-06
-1.75E-01,-2.32E-06
-1.78E-01,-2.35E-06
-1.81E-01,-2.40E-06
-1.84E-01,-2.44E-06
-1.87E-01,-2.47E-06
-1.90E-01,-2.51E-06
-1.93E-01,-2.54E-06
-1.96E-01,-2.57E-06
-1.99E-01,-2.61E-06
-2.02E-01,-2.65E-06
-2.05E-01,-2.68E-06
-2.08E-01,-2.72E-06
-2.11E-01,-2.75E-06
-2.14E-01,-2.80E-06
-2.17E-01,-2.81E-06
-2.20E-01,-2.86E-06
-2.23E-01,-2.89E-06
-2.26E-01,-2.94E-06
-2.29E-01,-2.97E-06
-2.32E-01,-3.00E-06
-2.35E-01,-3.03E-06
-2.38E-01,-3.07E-06
-2.41E-01,-3.09E-06
-2.44E-01,-3.15E-06
-2.47E-01,-3.17E-06
-2.50E-01,-3.21E-06
-2.53E-01,-3.25E-06
-2.56E-01,-3.28E-06
-2.59E-01,-3.32E-06
-2.62E-01,-3.37E-06
-2.65E-01,-3.41E-06
-2.68E-01,-3.42E-06
-2.71E-01,-3.46E-06
-2.74E-01,-3.50E-06
-2.77E-01,-3.54E-06
-2.80E-01,-3.57E-06
-2.83E-01,-3.60E-06
-2.86E-01,-3.64E-06
-2.89E-01,-3.68E-06
-2.92E-01,-3.70E-06
-2.95E-01,-3.74E-06
-2.98E-01,-3.78E-06
-3.01E-01,-3.81E-06
-3.04E-01,-3.84E-06
-3.07E-01,-3.88E-06
-3.10E-01,-3.91E-06
-3.13E-01,-3.94E-06
-3.16E-01,-4.01E-06
-3.19E-01,-4.02E-06
-3.23E-01,-4.07E-06
-3.26E-01,-4.09E-06
-3.29E-01,-4.12E-06
-3.31E-01,-4.17E-06
-3.35E-01,-4.20E-06
-3.38E-01,-4.23E-06
-3.41E-01,-4.27E-06
-3.44E-01,-4.30E-06
-3.47E-01,-4.33E-06
-3.50E-01,-4.37E-06
-3.53E-01,-4.40E-06
-3.55E-01,-4.44E-06
-3.58E-01,-4.47E-06
-3.62E-01,-4.51E-06
-3.65E-01,-4.55E-06
-3.68E-01,-4.58E-06
-3.71E-01,-4.61E-06
-3.74E-01,-4.63E-06
-3.77E-01,-4.69E-06
-3.80E-01,-4.72E-06
-3.83E-01,-4.76E-06
-3.86E-01,-4.77E-06
-3.89E-01,-4.82E-06
-3.92E-01,-4.84E-06
-3.95E-01,-4.91E-06
-3.98E-01,-4.92E-06
-4.01E-01,-4.96E-06
-4.04E-01,-4.97E-06
-4.07E-01,-5.02E-06
-4.10E-01,-5.05E-06
-4.13E-01,-5.10E-06
-4.16E-01,-5.13E-06
-4.19E-01,-5.15E-06
-4.22E-01,-5.18E-06
-4.25E-01,-5.24E-06
-4.28E-01,-5.26E-06
-4.31E-01,-5.30E-06
-4.34E-01,-5.34E-06
-4.37E-01,-5.36E-06
-4.40E-01,-5.40E-06
-4.43E-01,-5.43E-06
-4.46E-01,-5.46E-06
-4.49E-01,-5.48E-06
-4.52E-01,-5.52E-06
-4.55E-01,-5.57E-06
-4.58E-01,-5.61E-06
-4.61E-01,-5.64E-06
-4.64E-01,-5.67E-06
-4.67E-01,-5.70E-06
-4.70E-01,-5.74E-06
-4.73E-01,-5.78E-06
-4.76E-01,-5.81E-06
-4.79E-01,-5.83E-06
-4.82E-01,-5.88E-06
-4.85E-01,-5.91E-06
-4.88E-01,-5.94E-06
-4.91E-01,-5.97E-06
-4.94E-01,-6.01E-06
-4.97E-01,-6.04E-06
-5.00E-01,-6.07E-06
-5.01E-01,-6.08E-06
,
-5.01E-01,-6.08E-06
-4.98E-01,-6.06E-06
-4.95E-01,-6.03E-06
-4.92E-01,-5.99E-06
-4.89E-01,-5.96E-06
-4.86E-01,-5.93E-06
-4.83E-01,-5.89E-06
-4.80E-01,-5.84E-06
-4.77E-01,-5.84E-06
-4.74E-01,-5.79E-06
-4.71E-01,-5.76E-06
-4.68E-01,-5.73E-06
-4.65E-01,-5.69E-06
-4.62E-01,-5.65E-06
-4.59E-01,-5.62E-06
-4.56E-01,-5.59E-06
-4.53E-01,-5.55E-06
-4.50E-01,-5.52E-06
-4.47E-01,-5.46E-06
-4.44E-01,-5.46E-06
-4.41E-01,-5.43E-06
-4.38E-01,-5.37E-06
-4.35E-01,-5.35E-06
-4.32E-01,-5.30E-06
-4.29E-01,-5.30E-06
-4.26E-01,-5.24E-06
-4.23E-01,-5.21E-06
-4.20E-01,-5.19E-06
-4.17E-01,-5.14E-06
-4.14E-01,-5.11E-06
-4.11E-01,-5.07E-06
-4.08E-01,-5.03E-06
-4.05E-01,-5.01E-06
-4.02E-01,-4.96E-06
-3.99E-01,-4.94E-06
-3.96E-01,-4.91E-06
-3.93E-01,-4.86E-06
-3.90E-01,-4.83E-06
-3.87E-01,-4.80E-06
-3.84E-01,-4.76E-06
-3.81E-01,-4.73E-06
-3.78E-01,-4.70E-06
-3.75E-01,-4.66E-06
-3.71E-01,-4.62E-06
-3.69E-01,-4.59E-06
-3.66E-01,-4.56E-06
-3.62E-01,-4.51E-06
-3.59E-01,-4.49E-06
-3.56E-01,-4.46E-06
-3.53E-01,-4.42E-06
-3.50E-01,-4.39E-06
-3.47E-01,-4.34E-06
-3.44E-01,-4.31E-06
-3.41E-01,-4.28E-06
-3.38E-01,-4.25E-06
-3.35E-01,-4.21E-06
-3.32E-01,-4.17E-06
-3.29E-01,-4.14E-06
-3.26E-01,-4.11E-06
-3.23E-01,-4.07E-06
-3.20E-01,-4.04E-06
-3.17E-01,-4.00E-06
-3.14E-01,-3.95E-06
-3.11E-01,-3.93E-06
-3.08E-01,-3.92E-06
-3.05E-01,-3.87E-06
-3.02E-01,-3.83E-06
-2.99E-01,-3.79E-06
-2.96E-01,-3.76E-06
-2.93E-01,-3.71E-06
-2.90E-01,-3.70E-06
-2.87E-01,-3.65E-06
-2.84E-01,-3.63E-06
-2.81E-01,-3.58E-06
-2.78E-01,-3.54E-06
-2.75E-01,-3.51E-06
-2.72E-01,-3.48E-06
-2.69E-01,-3.44E-06
-2.66E-01,-3.41E-06
-2.63E-01,-3.38E-06
-2.60E-01,-3.34E-06
-2.57E-01,-3.30E-06
-2.54E-01,-3.27E-06
-2.51E-01,-3.24E-06
-2.48E-01,-3.20E-06
-2.45E-01,-3.15E-06
-2.42E-01,-3.14E-06
-2.39E-01,-3.09E-06
-2.36E-01,-3.05E-06
-2.33E-01,-3.03E-06
-2.30E-01,-2.99E-06
-2.27E-01,-2.95E-06
-2.24E-01,-2.92E-06
-2.21E-01,-2.89E-06
-2.18E-01,-2.84E-06
-2.15E-01,-2.81E-06
-2.12E-01,-2.77E-06
-2.09E-01,-2.74E-06
-2.06E-01,-2.70E-06
-2.03E-01,-2.65E-06
-2.00E-01,-2.64E-06
-1.97E-01,-2.60E-06
-1.94E-01,-2.56E-06
-1.91E-01,-2.52E-06
-1.88E-01,-2.49E-06
-1.85E-01,-2.45E-06
-1.82E-01,-2.41E-06
-1.79E-01,-2.37E-06
-1.76E-01,-2.33E-06
-1.73E-01,-2.30E-06
-1.70E-01,-2.27E-06
-1.67E-01,-2.24E-06
-1.64E-01,-2.19E-06
-1.61E-01,-2.15E-06
-1.58E-01,-2.12E-06
-1.55E-01,-2.08E-06
-1.52E-01,-2.05E-06
-1.49E-01,-2.01E-06
-1.46E-01,-1.98E-06
-1.43E-01,-1.93E-06
-1.40E-01,-1.90E-06
-1.37E-01,-1.87E-06
-1.34E-01,-1.83E-06
-1.31E-01,-1.79E-06
-1.28E-01,-1.76E-06
-1.25E-01,-1.71E-06
-1.22E-01,-1.68E-06
-1.19E-01,-1.63E-06
-1.16E-01,-1.60E-06
-1.13E-01,-1.56E-06
-1.10E-01,-1.52E-06
-1.07E-01,-1.48E-06
-1.04E-01,-1.45E-06
-1.01E-01,-1.41E-06
-9.81E-02,-1.37E-06
-9.51E-02,-1.33E-06
-9.21E-02,-1.30E-06
-8.91E-02,-1.26E-06
-8.61E-02,-1.22E-06
-8.31E-02,-1.18E-06
-8.01E-02,-1.15E-06
-7.71E-02,-1.11E-06
-7.41E-02,-1.06E-06
-7.11E-02,-1.02E-06
-6.81E-02,-1.00E-06
-6.51E-02,-9.42E-07
-6.21E-02,-9.07E-07
-5.91E-02,-8.81E-07
-5.61E-02,-8.25E-07
-5.31E-02,-7.80E-07
-5.01E-02,-7.62E-07
-4.71E-02,-7.12E-07
-4.41E-02,-6.61E-07
-4.11E-02,-6.26E-07
-3.81E-02,-5.95E-07
-3.51E-02,-5.30E-07
-3.21E-02,-5.24E-07
-2.91E-02,-4.80E-07
-2.61E-02,-4.38E-07
-2.31E-02,-3.77E-07
-2.01E-02,-3.42E-07
-1.71E-02,-3.09E-07
-1.41E-02,-2.64E-07
-1.10E-02,-2.02E-07
-8.05E-03,-1.88E-07
-5.04E-03,-1.35E-07
-2.03E-03,-1.14E-07
1.04E-03,-6.18E-08
4.05E-03,4.52E-09
7.04E-03,4.16E-08
1.00E-02,8.23E-08
1.30E-02,1.28E-07
1.60E-02,1.69E-07
1.90E-02,2.07E-07
2.20E-02,2.59E-07
2.51E-02,3.12E-07
2.81E-02,3.41E-07
3.10E-02,3.82E-07
3.40E-02,4.37E-07
3.71E-02,4.76E-07
4.00E-02,4.98E-07
4.30E-02,5.61E-07
4.61E-02,6.08E-07
4.91E-02,6.50E-07
5.21E-02,6.80E-07
5.51E-02,7.11E-07
5.81E-02,7.69E-07
6.11E-02,8.01E-07
6.41E-02,8.47E-07
6.71E-02,8.65E-07
7.01E-02,9.36E-07
7.31E-02,9.68E-07
7.61E-02,1.01E-06
7.91E-02,1.04E-06
8.21E-02,1.09E-06
8.51E-02,1.13E-06
8.81E-02,1.17E-06
9.11E-02,1.20E-06
9.41E-02,1.24E-06
9.71E-02,1.30E-06
1.00E-01,1.31E-06
1.03E-01,1.37E-06
1.06E-01,1.39E-06
1.09E-01,1.43E-06
1.12E-01,1.47E-06
1.15E-01,1.52E-06
1.18E-01,1.56E-06
1.21E-01,1.58E-06
1.24E-01,1.62E-06
1.27E-01,1.67E-06
1.30E-01,1.70E-06
1.33E-01,1.73E-06
1.36E-01,1.78E-06
1.39E-01,1.81E-06
1.42E-01,1.86E-06
1.45E-01,1.89E-06
1.48E-01,1.95E-06
1.51E-01,1.98E-06
1.54E-01,2.00E-06
1.57E-01,2.04E-06
1.60E-01,2.09E-06
1.63E-01,2.11E-06
1.66E-01,2.16E-06
1.69E-01,2.20E-06
1.72E-01,2.23E-06
1.75E-01,2.25E-06
1.78E-01,2.31E-06
1.81E-01,2.33E-06
1.84E-01,2.38E-06
1.87E-01,2.39E-06
1.90E-01,2.45E-06
1.93E-01,2.47E-06
1.96E-01,2.51E-06
1.99E-01,2.54E-06
2.02E-01,2.59E-06
2.05E-01,2.61E-06
2.08E-01,2.66E-06
2.11E-01,2.69E-06
2.14E-01,2.74E-06
2.17E-01,2.76E-06
2.20E-01,2.81E-06
2.23E-01,2.85E-06
2.26E-01,2.88E-06
2.29E-01,2.91E-06
2.32E-01,2.94E-06
2.35E-01,2.98E-06
2.38E-01,3.03E-06
2.41E-01,3.06E-06
2.44E-01,3.08E-06
2.47E-01,3.11E-06
2.50E-01,3.15E-06
2.53E-01,3.20E-06
2.56E-01,3.23E-06
2.59E-01,3.27E-06
2.62E-01,3.30E-06
2.65E-01,3.35E-06
2.68E-01,3.36E-06
2.71E-01,3.39E-06
2.74E-01,3.44E-06
2.77E-01,3.48E-06
2.80E-01,3.52E-06
2.83E-01,3.55E-06
2.86E-01,3.59E-06
2.89E-01,3.61E-06
2.92E-01,3.65E-06
2.95E-01,3.66E-06
2.98E-01,3.74E-06
3.01E-01,3.75E-06
3.04E-01,3.78E-06
3.07E-01,3.82E-06
3.10E-01,3.87E-06
3.13E-01,3.90E-06
3.16E-01,3.93E-06
3.19E-01,3.96E-06
3.22E-01,4.01E-06
3.25E-01,4.04E-06
3.28E-01,4.06E-06
3.31E-01,4.11E-06
3.34E-01,4.13E-06
3.37E-01,4.17E-06
3.40E-01,4.21E-06
3.43E-01,4.25E-06
3.46E-01,4.29E-06
3.49E-01,4.31E-06
3.52E-01,4.34E-06
3.55E-01,4.38E-06
3.58E-01,4.43E-06
3.61E-01,4.46E-06
3.64E-01,4.48E-06
3.67E-01,4.52E-06
3.70E-01,4.56E-06
3.73E-01,4.60E-06
3.76E-01,4.62E-06
3.79E-01,4.64E-06
3.82E-01,4.69E-06
3.85E-01,4.73E-06
3.88E-01,4.77E-06
3.91E-01,4.79E-06
3.94E-01,4.82E-06
3.98E-01,4.87E-06
4.01E-01,4.91E-06
4.04E-01,4.94E-06
4.07E-01,4.98E-06
4.10E-01,4.99E-06
4.13E-01,5.04E-06
4.16E-01,5.10E-06
4.19E-01,5.12E-06
4.22E-01,5.13E-06
4.25E-01,5.17E-06
4.28E-01,5.20E-06
4.31E-01,5.25E-06
4.34E-01,5.28E-06
4.37E-01,5.33E-06
4.40E-01,5.35E-06
4.43E-01,5.38E-06
4.46E-01,5.41E-06
4.49E-01,5.46E-06
4.52E-01,5.49E-06
4.55E-01,5.52E-06
4.58E-01,5.56E-06
4.61E-01,5.58E-06
4.64E-01,5.63E-06
4.67E-01,5.66E-06
4.70E-01,5.69E-06
4.73E-01,5.72E-06
4.76E-01,5.76E-06
4.79E-01,5.79E-06
4.82E-01,5.83E-06
4.85E-01,5.88E-06
4.88E-01,5.90E-06
4.91E-01,5.92E-06
4.94E-01,5.96E-06
4.97E-01,6.00E-06
5.00E-01,6.02E-06
5.01E-01,6.03E-06
